0		0
0.095278	0
0.19056		0
0.28583		0
0.38111		0
0.47639		0
0.57167		0
0.66694		0
0.76222		0
0.8575		0
0.95278		0
1.0481		0
1.1433		0
1.2386		0
1.3339		0
1.4292		0
1.5244		0
1.6197		0
1.715		0
1.8103		0
1.9056		0
2.0008		0
2.0961		0
2.1914		0
2.2867		0
2.3819		0
2.4772		0
2.5725		0
2.6678		0
2.7631		0
2.8583		0
2.9536		0
3.0489		0
3.1442		0
3.2394		0
3.33		0
3.4253		0
3.5206		0
3.6158		0
3.7111		0
3.8064		0
3.9017		0
3.9969		0
4.0922		0
4.1875		0
4.2828		0
4.3781		0
4.4733		0
4.5686		0
4.6639		0
4.7592		0
4.8544		0
4.9497		0
5.045		0
5.1403		0
5.2356		0
5.3308		0
5.4261		0
5.5214		0
5.6167		0
5.7119		0
5.8072		0
5.9025		0
5.9978		0
6.0931		0
6.1883		0
6.2836		0
6.3789		0
6.4742		0
6.5694		0
6.6647		0
6.76		0
6.8553		0
6.9506		0
7.0458		0
7.1411		0
7.2364		0
7.3317		0
7.4269		0
7.5222		0
7.6175		0
7.7128		0
7.8081		0
7.9033		0
7.9986		0
8.0939		0
8.1892		0
8.2844		0
8.3797		0
8.475		0
8.5703		0
8.6656		0
8.7608		0
8.8561		0
8.9514		0
9.0467		0
9.1419		0
9.2372		0
9.3325		0
9.4278		0
9.5231		0
9.6183		0
9.7136		0
9.8089		0
9.9042		0
9.9994		0
10.095		0
10.19		0
10.285		0
10.381		0
10.476		0
10.571		0
10.666		0
10.762		0
10.857		0
10.952		0
11.048		0
11.143		0
11.238		0
11.333		0
11.429		0
11.524		0
11.619		0
11.714		0
11.81		0
11.905		0
12			0
12.096		0
12.191		0
12.286		0
12.381		0
12.477		0
12.572		0
12.667		0
12.762		0
12.858		0
12.953		0
13.048		0
13.144		0
13.239		0
13.334		0
13.429		0
13.525		0
13.62		0
13.715		0
13.811		0
13.906		0
14.001		0
14.096		0
14.192		0
14.287		0
14.382		0
14.477		0
14.573		0
14.668		0
14.763		0
14.859		0
14.954		0
15.049		0
15.144		0
15.24		0
15.335		0
15.43		0
15.526		0
15.621		0
15.716		0
15.811		0
15.907		0
16.002		0
16.097		0
16.193		0
16.288		0
16.383		0
16.478		0
16.574		0
16.669		0
16.764		0
16.859		0
16.955		0
17.05		0
17.145		0
17.241		0
17.336		0
17.431		0
17.526		0
17.622		0
17.717		0
17.812		0
17.908		0
18.003		0
18.098		0
18.193		0
18.289		0
18.384		0
18.479		0
18.574		0
18.67		0
18.765		0
18.86		0
18.956		0
19.051		0
19.146		0
19.241		0
19.337		0
19.432		0
19.527		0
19.622		0
19.718		0
19.813		0
19.908		0
20.004		0
20.099		0
20.194		0
20.289		0
20.385		0
20.48		0
20.575		0
20.671		0
20.766		0
20.861		0
20.956		0
21.052		0
21.147		0
