		 0  1.059609391533
		 0.014773   1.062889166967616e-06
		 0.061449  1.0605113624860366e-06
		 0.095278  1.0626073844763166e-06
		 0.110052  1.0642507685257928e-06
			0.15673  1.0616240276136844e-06
			0.19056  1.0638093228552646e-06
		 0.205332   1.065417604289465e-06
		 0.252004  1.0627804987750536e-06
			0.28583  1.0649698174984567e-06
		 0.300603  1.0665782496212462e-06
		 0.347281  1.0639404717524474e-06
			0.38111  1.0661326951061552e-06
		 0.395883  1.0677428044198721e-06
		 0.442561   1.065104922149542e-06
			0.47639  1.0673003569756421e-06
		 0.491163   1.068912099064709e-06
		 0.537841  1.0662741783720922e-06
			0.57167  1.0684727520078773e-06
		 0.586442  1.0700863084607042e-06
		 0.633114  1.0674481785716627e-06
			0.66694  1.0696503175781737e-06
		 0.681713  1.0712651969498634e-06
		 0.728391  1.0686272816412192e-06
			0.76222   1.070832533897807e-06
		 0.776993  1.0724491794608705e-06
		 0.823671  1.0698112996280064e-06
			 0.8575   1.072019847891876e-06
		 0.872273  1.0736381124101003e-06
		 0.918951   1.071000320967589e-06
			0.95278  1.0732126229279525e-06
		 0.967559    1.07483188120412e-06
		 1.014257   1.072194835993499e-06
			 1.0481  1.0744083454577497e-06
		 1.062861  1.0760319639397042e-06
		 1.109499  1.0733925015082909e-06
			 1.1433  1.0756126216595446e-06
		 1.158076  1.0772344935014296e-06
		 1.204764  1.0745971367928997e-06
			 1.2386  1.0768189234935031e-06
		 1.253376  1.0784436985568255e-06
		 1.300064  1.0758065673321277e-06
			 1.3339  1.0780316123812243e-06
		 1.348676  1.0796581707062445e-06
		 1.395364  1.0770209654489676e-06
			 1.4292  1.0792482070506736e-06
		 1.443961  1.0808782642177089e-06
		 1.490599  1.0782390497357294e-06
			 1.5244   1.080472631055102e-06
		 1.539176  1.0821011961450388e-06
		 1.585864   1.079464173893196e-06
			 1.6197  1.0816994595885896e-06
		 1.634476  1.0833309557451398e-06
		 1.681164  1.0806942033960382e-06
				1.715   1.082932821082353e-06
		 1.729776   1.084566039327901e-06
		 1.776464  1.0819294066697366e-06
			 1.8103   1.084171419067378e-06
		 1.825076  1.0858064216698651e-06
		 1.871764    1.08316976085157e-06
			 1.9056  1.0854140316279699e-06
		 1.920361  1.0870525632547144e-06
		 1.966999  1.0844139248497441e-06
			 2.0008  1.0866646030649182e-06
		 2.015576  1.0883016600810404e-06
		 2.062264  1.0856652828696384e-06
			 2.0961   1.087917733123927e-06
		 2.110876  1.0895577553312092e-06
		 2.157564   1.086921695592503e-06
			 2.1914  1.0891775209662106e-06
		 2.206176   1.090819376198321e-06
		 2.252864  1.0881833307225726e-06
			 2.2867  1.0904414643587706e-06
		 2.301461  1.0920868756162017e-06
		 2.348099  1.0894488763117636e-06
			 2.3819  1.0917134746077853e-06
		 2.396676  1.0933574272592309e-06
		 2.443364  1.0907217423849245e-06
			 2.4772  1.0929881710822953e-06
		 2.491976  1.0946351153495824e-06
		 2.538664  1.0919997877195016e-06
			 2.5725  1.0942696714524586e-06
		 2.587276  1.0959183907523594e-06
		 2.633964  1.0932832666775106e-06
			 2.6678   1.095556669943957e-06
		 2.682576  1.0972072280966236e-06
		 2.729264  1.0945721547938383e-06
			 2.7631  1.0968479350450145e-06
		 2.777861  1.0985020844898498e-06
		 2.824499  1.0958650749553978e-06
			 2.8583  1.0981473934533428e-06
		 2.873076  1.0998001069083276e-06
		 2.919764   1.097165462838661e-06
			 2.9536  1.0994496843192696e-06
		 2.968376   1.101105430303661e-06
		 3.015064  1.0984711645044572e-06
			 3.0489   1.100758866290696e-06
		 3.063676   1.102416590512769e-06
		 3.110364  1.0997822490941726e-06
			 3.1442  1.1020712161891803e-06
		 3.158961   1.103736694399645e-06
		 3.205599  1.1010926893765887e-06
			 3.2394   1.103330918159299e-06
		 3.253448    1.10508241999673e-06
		 3.297832  1.1023399318754608e-06
				 3.33  1.1047226477077336e-06
		 3.344776  1.1063232512757288e-06
		 3.391464   1.103681929188123e-06
			 3.4253  1.1059878994817893e-06
		 3.440076  1.1076513956323312e-06
		 3.486764  1.1050180720293723e-06
			 3.5206  1.1073229060980219e-06
		 3.535361  1.1089913658577113e-06
		 3.581999  1.1063563024540427e-06
			 3.6158  1.1086677761728975e-06
		 3.630576  1.1103349003309518e-06
		 3.677264   1.107702275439702e-06
			 3.7111  1.1100158375199657e-06
		 3.725876  1.1116860973123408e-06
		 3.772564    1.10905388048822e-06
			 3.8064  1.1113711396217568e-06
		 3.821176   1.113043397615328e-06
		 3.867864  1.1104112622565948e-06
			 3.9017  1.1127311557186223e-06
		 3.916461  1.1144071597274445e-06
		 3.963099  1.1117730525278626e-06
			 3.9969  1.1140997779280527e-06
		 4.011676  1.1157744814495242e-06
		 4.058364  1.1131427815042998e-06
			 4.0922     1.1154717301303e-06
		 4.106976  1.1171496507367177e-06
		 4.153664  1.1145183056512784e-06
			 4.1875  1.1168511186907782e-06
		 4.202276  1.1185310428055626e-06
		 4.248964   1.115899863081895e-06
			 4.2828  1.1182366371368275e-06
		 4.297576  1.1199186528120265e-06
		 4.344264  1.1172874435102988e-06
			 4.3781  1.1196270580774058e-06
		 4.392861  1.1213129573611404e-06
		 4.439499  1.1186796211068935e-06
			 4.4733  1.1210263017898397e-06
		 4.488076  1.1227110416120296e-06
		 4.534764  1.1200799671433859e-06
			 4.5686  1.1224291321721942e-06
		 4.583376  1.1241172678728209e-06
		 4.630064  1.1214863414181044e-06
			 4.6639  1.1238396357274226e-06
		 4.678676  1.1255300547761484e-06
		 4.725364   1.122898885405464e-06
			 4.7592  1.1252552886334678e-06
		 4.773961   1.126949783580001e-06
		 4.820599  1.1243162105407703e-06
			 4.8544   1.126679990696354e-06
		 4.869176  1.1283735320549938e-06
		 4.915864  1.1257419277632949e-06
			 4.9497  1.1281085444012485e-06
		 4.964476   1.129805730466116e-06
		 5.011164  1.1271739083191747e-06
				5.045  1.1295450741101435e-06
		 5.059776  1.1312447403718317e-06
		 5.106464  1.1286123970052576e-06
			 5.1403  1.1309882987747575e-06
		 5.155076  1.1326906024625937e-06
		 5.201764   1.130057410261031e-06
			 5.2356  1.1324370218904306e-06
		 5.250361   1.134143841709897e-06
		 5.296999  1.1315075159636776e-06
			 5.3308   1.133895198271628e-06
		 5.345576  1.1356015521835913e-06
		 5.392264  1.1329663853372124e-06
			 5.4261  1.1353576946435452e-06
		 5.440876  1.1370682777663146e-06
		 5.487564  1.1344319146991597e-06
			 5.5214  1.1368286507108127e-06
		 5.536176  1.1385424630174497e-06
		 5.582864  1.1359042731296417e-06
			 5.6167  1.1383055912319085e-06
		 5.631461  1.1400245752407255e-06
		 5.678099  1.1373820896778881e-06
			 5.7119  1.1397924921708048e-06
		 5.726676  1.1415117459995647e-06
		 5.773364  1.1388691036808327e-06
			 5.8072    1.14128429364779e-06
		 5.821976  1.1430086449109119e-06
		 5.868664  1.1403632564925224e-06
			 5.9025  1.1427852289376486e-06
		 5.917276  1.1445137185838043e-06
		 5.963964  1.1418648578121455e-06
			 5.9978   1.144294131912888e-06
		 6.012576  1.1460271711600464e-06
		 6.059264  1.1433740207310565e-06
			 6.0931  1.1458099383642006e-06
		 6.107861  1.1475497084853098e-06
		 6.154499  1.1448893882573664e-06
			 6.1883   1.147336782476405e-06
		 6.203076  1.1490785876189599e-06
		 6.249764  1.1464148279497313e-06
			 6.2836  1.1488697499571775e-06
		 6.298376  1.1506187281987766e-06
		 6.345064  1.1479483885852083e-06
			 6.3789  1.1504132239854136e-06
		 6.393676   1.152168807074577e-06
		 6.440364  1.1494903877308932e-06
			 6.4742  1.1519649516717153e-06
		 6.488961  1.1537296112673562e-06
		 6.535599    1.15103962201173e-06
			 6.5694  1.1535292454815466e-06
		 6.584176   1.155298601226516e-06
		 6.630864   1.152600131163434e-06
			 6.6647  1.1551013866118127e-06
		 6.679476  1.1568810255501936e-06
		 6.726164  1.1541701381975279e-06
				 6.76  1.1566860597726514e-06
		 6.774776  1.1584757812288722e-06
		 6.821464  1.1557502429311253e-06
			 6.8553  1.1582825441274486e-06
		 6.870076  1.1600836626240978e-06
		 6.916764  1.1573409237940561e-06
			 6.9506  1.1598902823452204e-06
		 6.965361   1.161706034260477e-06
		 7.011999  1.1589412202004436e-06
			 7.0458   1.161514127375027e-06
		 7.060576   1.163340879239076e-06
		 7.107264  1.1605555572937732e-06
			 7.1411  1.1631498006746134e-06
		 7.155876  1.1649941734587365e-06
		 7.202564  1.1621825928699865e-06
			 7.2364  1.1648026348940866e-06
		 7.251176  1.1666655715099822e-06
		 7.297864  1.1638232712369395e-06
			 7.3317  1.1664712426848692e-06
		 7.346461  1.1683570075428712e-06
		 7.393099  1.1654771609289282e-06
			 7.4269  1.1681612312223436e-06
		 7.441676   1.170067260876902e-06
		 7.488364   1.167149267552631e-06
			 7.5222  1.1698689712454473e-06
		 7.536976  1.1718033319010737e-06
		 7.583664  1.1688389609176922e-06
			 7.6175  1.1716008571436362e-06
		 7.632276  1.1735658573160689e-06
		 7.678964  1.1705480502725475e-06
			 7.7128  1.1733578326849805e-06
		 7.727576  1.1753577048264868e-06
		 7.774264  1.1722784881094278e-06
			 7.8081  1.1751412340244291e-06
		 7.822861  1.1771825300650524e-06
		 7.869499  1.1740310713430677e-06
			 7.9033  1.1769585873535153e-06
		 7.918076  1.1790410198942846e-06
		 7.964764  1.1758122470508718e-06
			 7.9986  1.1788078295142756e-06
		 8.013376  1.1809424608272304e-06
		 8.060064   1.177623275877999e-06
			 8.0939  1.1806977990279088e-06
		 8.108676  1.1828900142282823e-06
		 8.155364  1.1794677972398855e-06
			 8.1892  1.1826303702173126e-06
		 8.203961  1.1848894640457489e-06
		 8.250599  1.1813488431677374e-06
			 8.2844   1.184615859825708e-06
		 8.299176  1.1869443052687361e-06
		 8.345864  1.1832751858600722e-06
			 8.3797  1.1866546349558237e-06
		 8.394476  1.1890669739582474e-06
		 8.441164   1.185251334876822e-06
				8.475  1.1887592800378218e-06
		 8.489776  1.1912640559892998e-06
		 8.536464  1.1872844387023152e-06
			 8.5703   1.190936891897771e-06
		 8.585076  1.1935452207301164e-06
		 8.631764    1.18938297624225e-06
			 8.6656  1.1931958269568266e-06
		 8.680361    1.19592141714049e-06
		 8.726999   1.191555850441244e-06
			 8.7608   1.195553059068821e-06
		 8.775576  1.1984026950550819e-06
		 8.822264    1.19381779963847e-06
			 8.8561  1.1980150364394948e-06
		 8.870876   1.201008249270663e-06
		 8.917564    1.19618217105725e-06
			 8.9514  1.2006029624937028e-06
		 8.966176  1.2037527987288252e-06
		 9.012864   1.198664599056758e-06
			 9.0467  1.2033308831922071e-06
		 9.061461  1.2066540705406436e-06
		 9.108099  1.2012838801592035e-06
			 9.1419  1.2062254272119609e-06
		 9.156676  1.2097319685072516e-06
		 9.203364  1.2040639961718372e-06
			 9.2372    1.20930264429017e-06
		 9.251976  1.2130151065437327e-06
		 9.298664  1.2070326824180866e-06
			 9.3325  1.2125965740547267e-06
		 9.347276  1.2165300404458193e-06
		 9.393964  1.2102195051720747e-06
			 9.4278   1.216136857549101e-06
		 9.442576  1.2203089200609097e-06
		 9.489264  1.2136600217499687e-06
			 9.5231  1.2199576121752136e-06
		 9.537861   1.224386540544118e-06
		 9.584499  1.2173966831482567e-06
			 9.6183  1.2241084688267809e-06
		 9.633076  1.2288074857825946e-06
		 9.679764  1.2214745692084688e-06
			 9.7136   1.228629369998861e-06
		 9.728376  1.2336230345149554e-06
		 9.775064  1.2259555378462505e-06
			 9.8089  1.2335846915036979e-06
		 9.823676   1.238890267444583e-06
		 9.870364  1.2308992832514443e-06
			 9.9042   1.239034130149209e-06
		 9.918961  1.2446691972965177e-06
		 9.965599  1.2363858477981483e-06
			 9.9994  1.2450735342124196e-06
		10.014223  1.2510610887666182e-06
		10.061057  1.2424751342686083e-06
			 10.095  1.2517378740442776e-06
		 10.10973  1.2581105362266804e-06
		 10.15627  1.2493218998874745e-06
				10.19    1.25919178381761e-06
		 10.20473   1.265937744792706e-06
		 10.25127  1.2569708055689098e-06
			 10.285  1.2675485142509923e-06
		10.299885  1.2747366219694462e-06
		10.346915  1.2655262628188877e-06
			 10.381   1.276842800657424e-06
		 10.39573  1.2845121177564074e-06
		 10.44227  1.2753234399974714e-06
			 10.476  1.2873852011690262e-06
		 10.49073  1.2955100575758315e-06
		 10.53727  1.2862849168082403e-06
			 10.571  1.2992166532879547e-06
		 10.58573   1.307862916599066e-06
		 10.63227  1.2987436772473966e-06
			 10.666  1.3126813129306666e-06
		10.680885  1.3219432179917072e-06
		10.727915  1.3127957881554643e-06
			 10.762  1.3278241151910573e-06
		 10.77673  1.3377421247608654e-06
		 10.82327  1.3290260588839295e-06
			 10.857  1.3451709253339886e-06
		 10.87173   1.355733418955844e-06
		 10.91827  1.3473886506386816e-06
			 10.952   1.364927746980332e-06
		10.966885  1.3763168857987387e-06
		11.013915   1.368184007863017e-06
			 11.048  1.3872641145892458e-06
		 11.06273  1.3995401529479807e-06
		 11.10927   1.392277689425348e-06
			 11.143  1.4129719032794467e-06
		 11.15773  1.4261595770238779e-06
		 11.20427  1.4195785319359306e-06
			 11.238  1.4422009013980732e-06
		 11.25273  1.4564714538197926e-06
		 11.29927  1.4509091286027406e-06
			 11.333  1.4758264824474312e-06
		11.347885  1.4914080567773884e-06
		11.394915  1.4865330090748528e-06
			 11.429  1.5140211904049373e-06
		 11.44373   1.531028873489631e-06
		 11.49027  1.5278956018509052e-06
			 11.524  1.5581667229464045e-06
		 11.53873  1.5766960455765197e-06
		 11.58527  1.5749951197423042e-06
			 11.619  1.6085578654614967e-06
		 11.63373  1.6289045403443732e-06
		 11.68027  1.6291845000914678e-06
			 11.714   1.666673900731852e-06
		11.728885    1.68921201955733e-06
		11.775915  1.6909706822750866e-06
				11.81   1.732906843362896e-06
		 11.82473   1.757867679919628e-06
		 11.87127  1.7628739629648282e-06
			 11.905  1.8097733840763228e-06
		 11.91973    1.83740269560597e-06
		 11.96627  1.8453879529280305e-06
					 12  1.8982235627353546e-06
		12.014885  1.9291528867282477e-06
		12.061915   1.939655688644489e-06
			 12.096   1.999340348260062e-06
		 12.11073   2.033974871520052e-06
		 12.15727   2.049688504107204e-06
			 12.191   2.117153148890504e-06
		 12.20573  2.1559497167028657e-06
		 12.25227  2.1764718484259743e-06
