time (h);250uM Y;time (h);200uM Y;time (h);110uM Y;time (h);100uM Y;time (h);90uM Y
2,166,666,667;0.0197749291115;2,083,333,333;0.0319647400692;6,166,666,667;0.00103564547206;6,166,666,667;0.00106405618217;6,166,666,667;0.0032598467536
2,166,666,667;0.0220818153131;2,166,666,667;0.00283810270482;6.25;0.00117212588311;6.25;0.00116227675283;6.25;0.00120984003226
2.25;-0.0112268624054;2,166,666,667;0.0043246477724;6,333,333,333;0.000850995504175;6,333,333,333;-0.000491102853308;6,333,333,333;-0.000302460008066
2.25;0.0215914461248;2,166,666,667;0.0251379948;6,416,666,667;0.00125240847784;6,416,666,667;0.000343771997315;6,416,666,667;0.00446968678586
2.25;0.0287802289222;2.25;0.00685221481772;6.5;0.00142100192678;6.5;0.000491102853308;6.5;0.00272214007259
2,333,333,333;-0.0085711680496;2.25;0.00291029755753;6,583,333,333;0.0018384714194;6,583,333,333;0.00119501694305;6,583,333,333;0.000756150020164
2,333,333,333;0.0248552693762;2.25;0.0348845292883;6,666,666,667;0.00148522800257;6,666,666,667;0.00116227675283;6,666,666,667;0.000907380024197
2,333,333,333;0.0312688258412;2,333,333,333;0.00066738039292;6.75;0.00215157353886;6.75;0.00275017597852;6.75;0.00122664336604
2,416,666,667;0.000695267621045;2,333,333,333;0.00339210916919;6,833,333,333;0.00203917790623;6,833,333,333;0.00309394797584;6,833,333,333;0.00215082672402
2,416,666,667;0.0299946833648;2,333,333,333;0.0153038024304;6,916,666,667;0.00209537572254;6,916,666,667;0.000785764565292;6,916,666,667;0.000688936685038
2,416,666,667;0.0353782380447;2,416,666,667;0.014080752646;7.0;0.00224791265254;7.0;0.00279928626385;7.0;0.00137787337008
2.5;0.00319139235889;2,416,666,667;0.00436738912505;7,083,333,333;0.00249678869621;7,083,333,333;0.000818504755513;7,083,333,333;0.00250369673343
2.5;0.0329262169187;2,416,666,667;0.0337583248752;7,166,666,667;0.00246467565832;7,166,666,667;0.00368327139981;7,166,666,667;0.00157951337545
2.5;0.0415244269773;2.5;0.00384672173825;7.25;0.00251284521516;7.25;0.00212811236433;7.25;0.00112582336336
2,583,333,333;0.0064283760372;2.5;0.018878871031;7,333,333,333;0.00234425176622;7,333,333,333;0.00378149197047;7,333,333,333;0.00250369673343
2,583,333,333;0.0343366020794;2.5;0.0361219637668;7,416,666,667;0.00291425818882;7,416,666,667;0.0023900338861;7,416,666,667;0.00415042344401
2,583,333,333;0.0442496916148;2,583,333,333;0.0102609735411;7.5;0.00311496467566;7.5;0.00356868073404;7.5;0.00495698346552
2,666,666,667;0.0112040667457;2,583,333,333;0.0155546844375;7,583,333,333;0.00359666024406;7,583,333,333;0.0025537348372;7,583,333,333;0.00581395348837
2,666,666,667;0.0383609995274;2,583,333,333;0.00402157272635;7,666,666,667;0.00365285806037;7,666,666,667;0.00459999672598;7,666,666,667;0.00181476004839
2,666,666,667;0.0468315212714;2,666,666,667;0.00250231191862;7.75;0.00399807321773;7.75;0.00381423216069;7.75;0.00169713671192
2.75;0.0143384699553;2,666,666,667;0.0115248921991;7,833,333,333;0.00390976236352;7,833,333,333;0.00293024702474;7,833,333,333;0.00364632343057
2.75;0.0422894021739;2,666,666,667;0.0243037693088;7,916,666,667;0.00439948619139;7,916,666,667;0.00348683025848;7,916,666,667;0.00478895012771
2.75;0.0492412289509;2.75;0.00265384944164;8.0;0.00441554271034;8.0;0.00379786206558;8.0;0.00218443339158
2,833,333,333;0.0177350232516;2.75;0.011838494708;8,083,333,333;0.00465639049454;8,083,333,333;0.00409252377756;8,083,333,333;0.00446968678586
2,833,333,333;0.0488761224008;2.75;0.0438802608345;8,166,666,667;0.00480892742453;8,166,666,667;0.00514020986462;8,166,666,667;0.00371353676569
2,833,333,333;0.0513855819157;2,833,333,333;0.0167306938456;8.25;0.00476075786769;8.25;0.00474732758197;8.25;0.00322624008603
2,916,666,667;0.0220889942555;2,833,333,333;0.00630629230423;8,333,333,333;0.00421483622351;8,333,333,333;0.00630248661745;8,333,333,333;0.00278935340772
2,916,666,667;0.0540155363894;2,833,333,333;0.0624834892872;8,416,666,667;0.00478484264611;8,416,666,667;0.00568042300326;8,416,666,667;0.00514182013712
2,916,666,667;0.0556456008491;2,916,666,667;0.0196471971776;8.5;0.00529865125241;8.5;0.0046327369162;8.5;0.00423444011292
3.0;0.0284375854837;2,916,666,667;0.00570014221214;8,583,333,333;0.00498554913295;8,583,333,333;0.00720284184851;8,583,333,333;0.00320943675225
3.0;0.0542370628544;2,916,666,667;0.0229412010066;8,666,666,667;0.00549132947977;8,666,666,667;0.00864341021821;8,666,666,667;0.00435206344939
3.0;0.0610315843828;3.0;0.0237397099177;8.75;0.0058124598587;8.75;0.00890533173998;8.75;0.00413362011023
3,083,333,333;0.0342732743686;3.0;0.0355936209557;8,833,333,333;0.00621387283237;8,833,333,333;0.00816867746002;8,833,333,333;0.005612313483
3,083,333,333;0.0573162807183;3.0;0.0100442178721;8,916,666,667;0.00624598587026;8,916,666,667;0.00641707728322;8,916,666,667;0.00608280682887
3,083,333,333;0.0622794687168;3,083,333,333;0.0169658957272;9.0;0.00577231856134;9.0;0.00900355231064;9.0;0.00783035354214
3,166,666,667;0.0379775690708;3,083,333,333;0.0105376862163;9,083,333,333;0.00667148362235;9,083,333,333;0.00721921194362;9,083,333,333;0.00729264686114
3,166,666,667;0.0569101488658;3,083,333,333;0.046911280119;9,166,666,667;0.00604527938343;9,166,666,667;0.00962561592483;9,166,666,667;0.0064188735045
3,166,666,667;0.0671706015663;3,166,666,667;0.0169347774704;9.25;0.00684810533076;9.25;0.00803771669913;9.25;0.00798158354618
3.25;0.0435055165496;3,166,666,667;0.0217012936103;9,333,333,333;0.00699261400128;9,333,333,333;0.0073501727045;9,333,333,333;0.0054274768114
3.25;0.0631793478261;3,166,666,667;0.00915442062154;9,416,666,667;0.00732980089917;9,416,666,667;0.0095765056395;9,416,666,667;0.00616682349778
3.25;0.0716601164692;3.25;0.0233006664053;9.5;0.00712909441233;9.5;0.0106078216314;9.5;0.00648608683963
3,333,333,333;0.0470388438041;3.25;0.0134751828164;9,583,333,333;0.00749036608863;9,583,333,333;0.0107387823923;9,583,333,333;0.0077799435408
3,333,333,333;0.0659262759924;3.25;0.0561572793126;9,666,666,667;0.00782755298651;9,666,666,667;0.00908540278619;9,666,666,667;0.00640207017072
3,333,333,333;0.070699102097;3,333,333,333;0.0196785574285;9.75;0.00769107257547;9.75;0.00978931687593;9.75;0.00725904019357
3,416,666,667;0.0560203337285;3,333,333,333;0.0142911540942;9,833,333,333;0.00756262042389;9,833,333,333;0.0109679637239;9,833,333,333;0.0075951068692
3,416,666,667;0.0655866020794;3,333,333,333;0.0636375012166;9,916,666,667;0.00811657032755;9,916,666,667;0.0112298852456;9,916,666,667;0.00845207689206
3,416,666,667;0.0717390057087;3,416,666,667;0.0232222657781;10.0;0.0078917790623;10.0;0.0136362892268;10.0;0.00784715687592
3.5;0.058539254126;3,416,666,667;0.0119792354738;1,008,333,333;0.00899967886962;1,008,333,333;0.0101494589684;1,008,333,333;0.00620043016534
3.5;0.066435786862;3,416,666,667;0.0871904675834;1,016,666,667;0.00901573538857;1,016,666,667;0.0137345097975;1,016,666,667;0.0100147869337
3.5;0.075045182019;3.5;0.0307016856135;10.25;0.00826107899807;10.25;0.0116227675283;10.25;0.0102332302729
3,583,333,333;0.0564192577733;3.5;0.0160707485954;1,033,333,333;0.00898362235067;1,033,333,333;0.01633735492;1,033,333,333;0.00722543352601
3,583,333,333;0.074307360586;3.5;0.0686150466471;1,041,666,667;0.00911207450225;1,041,666,667;0.0114099562918;1,041,666,667;0.00897298023928
3,583,333,333;0.0774692331966;3,583,333,333;0.0340101920815;10.5;0.00870263326911;10.5;0.0134071078953;10.5;0.0103172469418
3,666,666,667;0.0754992249476;3,583,333,333;0.0421144835449;1,058,333,333;0.00958574181118;1,058,333,333;0.0125231227593;1,058,333,333;0.0114430703051
3,666,666,667;0.0777040997164;3,583,333,333;0.0141979002339;1,066,666,667;0.00974630700064;1,066,666,667;0.0124576423789;1,066,666,667;0.0107037236188
3,666,666,667;0.0797785363895;3,666,666,667;0.0376323010584;10.75;0.00871868978805;10.75;0.0159608427325;10.75;0.0102836402742
3.75;0.0672130026443;3,666,666,667;0.0142250992765;1,083,333,333;0.00973827874117;1,083,333,333;0.0132434069442;1,083,333,333;0.00934265358247
3.75;0.0804436436673;3,666,666,667;0.0714653170752;1,091,666,667;0.00942517662171;1,091,666,667;0.0153878894036;1,091,666,667;0.010149213604
3.75;0.084375627528;3.75;0.0382908663269;11.0;0.00935292228645;11.0;0.0178597737653;11.0;0.00855289689474
3,833,333,333;0.0736071851919;3.75;0.0413497768447;1,108,333,333;0.0104688503532;1,108,333,333;0.0164028353005;1,108,333,333;0.0115102836403
3,833,333,333;0.074277823724;3.75;0.0157171610416;1,116,666,667;0.00913615928067;1,116,666,667;0.0188256093768;1,116,666,667;0.0106701169512
3,833,333,333;0.0858028055882;3,833,333,333;0.0373186985496;11.25;0.0103163134232;11.25;0.0178270335751;11.25;0.0114766769727
3,916,666,667;0.0757613750342;3,833,333,333;0.0597722564409;1,133,333,333;0.0101798330122;1,133,333,333;0.0189729402328;1,133,333,333;0.0140979970426
3,916,666,667;0.085656899811;3,833,333,333;0.0194628577645;1,141,666,667;0.0116409762364;1,141,666,667;0.0211337927873;1,141,666,667;0.0111910202984
3,916,666,667;0.0903138357383;3,916,666,667;0.0430262642101;11.5;0.01158477842;11.5;0.0191857514692;11.5;0.0119639736524
4.0;0.0810955594055;3,916,666,667;0.0400011123007;1,158,333,333;0.0124036608863;1,158,333,333;0.0217067461162;1,158,333,333;0.0113422503025
4.0;0.0757768194707;3,916,666,667;0.0199640972638;1,166,666,667;0.0145150931278;1,166,666,667;0.0177124429093;1,166,666,667;0.0138291437021
4.0;0.0976577067615;4.0;0.0462093296746;11.75;0.016265253693;11.75;0.0196441141323;11.75;0.0141652103777
4,083,333,333;0.0826684599252;4.0;0.0582289392823;1,183,333,333;0.0170921644188;1,183,333,333;0.0203152880318;1,183,333,333;0.0132578303535
4,083,333,333;0.0905674031191;4.0;0.0204692223405;1,191,666,667;0.0197013487476;1,191,666,667;0.0200697366052;1,191,666,667;0.013913160371
4,083,333,333;0.10917553573;4,083,333,333;0.0492826342611;12.0;0.0220696852922;12.0;0.0232127948663;12.0;0.0145180803871
4,166,666,667;0.0844351235525;4,083,333,333;0.076011846002;1,208,333,333;0.0250561978163;1,208,333,333;0.0202498076514;1,208,333,333;0.0127873370077
4,166,666,667;0.105852729206;4,083,333,333;0.0217786619625;1,216,666,667;0.0268384714194;1,216,666,667;0.0216248956406;1,216,666,667;0.0135434870278
4,166,666,667;0.126351874695;4,166,666,667;0.0524970599765;12.25;0.0316795118818;12.25;0.0219195573526;12.25;0.0138123403683
4.25;0.089438770858;4,166,666,667;0.0805305674124;1,233,333,333;0.0348506743738;1,233,333,333;0.0218377068771;1,233,333,333;0.0143164403818
4.25;0.117202268431;4,166,666,667;0.0258507471966;1,241,666,667;0.0380700064226;1,241,666,667;0.0196277440372;1,241,666,667;0.0138291437021
4.25;0.148813792708;4.25;0.0522364195042;12.5;0.0413375080283;12.5;0.0215757853553;12.5;0.0147533270601
4,333,333,333;0.0924933892587;4.25;0.0596315170521;1,258,333,333;0.0451429030186;1,258,333,333;0.0239167089561;1,258,333,333;0.0134090603576
4,333,333,333;0.139583825614;4.25;0.0219573985281;1,266,666,667;0.0521355170199;1,266,666,667;0.0224106602059;1,266,666,667;0.0149213603979
4,333,333,333;0.167187813764;4,333,333,333;0.0590670325363;12.75;0.0569283879255;12.75;0.0263067428422;12.75;0.0150557870682
4,416,666,667;0.0987735935078;4,333,333,333;0.024393655629;1,283,333,333;0.0633349389852;1,283,333,333;0.0231309443908;1,283,333,333;0.0137787337008
4,416,666,667;0.159757502363;4,333,333,333;0.0878439442181;1,291,666,667;0.0655908798972;1,291,666,667;0.0264213335079;1,291,666,667;0.0165344804409
4,416,666,667;0.197509968731;4,416,666,667;0.0671579772638;13.0;0.0690269749518;13.0;0.0222305891597;13.0;0.0139803737061
4.5;0.0997424090453;4,416,666,667;0.0719241410953;1,308,333,333;0.0684890815671;1,308,333,333;0.0284184851114;1,308,333,333;0.0150389837344
4.5;0.180248700378;4,416,666,667;0.0263053597656;1,316,666,667;0.0811897880539;1,316,666,667;0.025095355804;1,316,666,667;0.0156607070843
4.5;0.226648785106;4.5;0.062861622893;13.25;0.0880138086063;13.25;0.0258647502742;13.25;0.014450867052
4,583,333,333;0.0987394000182;4.5;0.0730920567829;1,333,333,333;0.0964274245344;1,333,333,333;0.025537348372;1,333,333,333;0.0154086570776
4,583,333,333;0.203789579395;4.5;0.0235660276187;1,341,666,667;0.10289017341;1,341,666,667;0.0254718679916;1,341,666,667;0.0142156203791
4,583,333,333;0.249505149316;4,583,333,333;0.0623441787534;13.5;0.109312780989;13.5;0.0289095879647;13.5;0.0148037370614
4,666,666,667;0.113761739765;4,583,333,333;0.0247627854928;1,358,333,333;0.112467886962;1,358,333,333;0.0288768477745;1,358,333,333;0.0161816104315
4,666,666,667;0.243509274575;4,583,333,333;0.107225783129;1,366,666,667;0.115133269107;1,366,666,667;0.0337223959271;1,366,666,667;0.0167697271139
4,666,666,667;0.303264580166;4,666,666,667;0.0717992943944;13.75;0.124181117534;13.75;0.0318889452748;13.75;0.0171394004571
4.75;0.11802452813;4,666,666,667;0.0868845849033;1,383,333,333;0.138912973667;1,383,333,333;0.0327729304107;1,383,333,333;0.0190213738406
4.75;0.280120215028;4,666,666,667;0.0255709856156;1,391,666,667;0.139667630058;1,391,666,667;0.0330675921227;1,391,666,667;0.0200463772012
4.75;0.35037579965;4.75;0.081317130537;14.0;0.151758188825;14.0;0.0358341381963;14.0;0.0216090872429
4,833,333,333;0.129046229598;4.75;0.0243742277415;1,408,333,333;0.152087347463;1,408,333,333;0.0358013980061;1,408,333,333;0.020063180535
4,833,333,333;0.335989189509;4.75;0.0968396757644;1,416,666,667;0.1655507386;1,416,666,667;0.0381259515118;1,416,666,667;0.0201135905364
4,833,333,333;0.402055423277;4,833,333,333;0.0841395531164;14.25;0.162548169557;14.25;0.0434953427079;14.25;0.0201471972039
4,916,666,667;0.140945563965;4,833,333,333;0.0251319153566;1,433,333,333;0.169845857418;1,433,333,333;0.0496504984694;1,433,333,333;0.0198447371959
4,916,666,667;0.353201795841;4,833,333,333;0.100718824298;1,441,666,667;0.185613359024;1,441,666,667;0.0542832353856;1,441,666,667;0.0164672671058
4,916,666,667;0.464671964199;4,916,666,667;0.0853155625245;14.5;0.183477842004;14.5;0.0526462258746;14.5;0.0212562172335
5.0;0.15452037932;4,916,666,667;0.0261771357077;1,458,333,333;0.1951268465;1,458,333,333;0.0528754072061;1,458,333,333;0.0164168571044
5.0;0.396030245747;4,916,666,667;0.0973819223336;1,466,666,667;0.202071290944;1,466,666,667;0.05567469347;1,466,666,667;0.0213234305686
5.0;0.510972776041;5.0;0.0924656997256;14.75;0.21051701991;14.75;0.0627302044625;14.75;0.0205504772147
5,083,333,333;0.171400565332;5.0;0.0273233810741;1,483,333,333;0.226236351959;1,483,333,333;0.067264720808;1,483,333,333;0.0222812205942
5,083,333,333;0.428956462665;5.0;0.117737024318;1,491,666,667;0.234513487476;1,491,666,667;0.0776761012981;1,491,666,667;0.021138593897
5,083,333,333;0.583056025704;5,083,333,333;0.0961818894551;15.0;0.233887283237;15.0;0.0814903334588;15.0;0.0199791638661
5,166,666,667;0.187528494575;5,083,333,333;0.0287221889789;1,508,333,333;0.248916184971;1,508,333,333;0.0835693355378;1,508,333,333;0.0191221938433
5,166,666,667;0.475550862476;5,083,333,333;0.110201187381;1,516,666,667;0.238704238921;1,516,666,667;0.0838803673449;1,516,666,667;0.0223820405969
5,166,666,667;0.628374307926;5,166,666,667;0.0907252058016;15.25;0.245937700706;15.25;0.0882511827394;15.25;0.0202816238742
5.25;0.209606091;5,166,666,667;0.113843972026;1,533,333,333;0.25228002569;1,533,333,333;0.103000638434;1,533,333,333;0.0213402339024
5.25;0.522278178166;5,166,666,667;0.0378377538254;1,541,666,667;0.285717726397;1,541,666,667;0.100839785879;1,541,666,667;0.020987363893
5.25;0.681760807826;5.25;0.0946452371619;15.5;0.270456005138;15.5;0.106503838787;15.5;0.0210209705606
5,333,333,333;0.242488830127;5.25;0.115317770393;1,558,333,333;0.314555234425;1,558,333,333;0.117422692226;1,558,333,333;0.0249025406641
5,333,333,333;0.497902882798;5.25;0.0407247379178;1,566,666,667;0.287267180475;1,566,666,667;0.119714505541;1,566,666,667;0.0244320473182
